ID,letter,phrase,type,meaning
11376,Q,queta,pop.,Hipoc. de Enriqueta.
11377,Q,quitar el hipo,pop.,"Sorprender, asombrar o admirar una persona, sea por su belleza o cualidades."
11378,Q,quedar chato/ta,pop.,Enmudecer.
11379,Q,quedarse musarela,pop.,"Quedarse mudo, callado."
11380,Q,quetchup,pop.,Igual que Ketchup.
11381,Q,quitar el pellejo,pop.,Despellejar; murmurar o hablar mal de otro. matar.
11382,Q,quedar como el gallo de morón,pop.,Ser vencido y mantenerse altivo simulando no dar importancia a la derrota.
11383,Q,quedarse muy fresco,pop.,"Quedarse muy sereno y sin inmutarse después de haber dicho o hecho una cosa que debiera haberle pesado, o cuando al menos alguna impresión (TG.)"
11384,Q,quía,pop.,Individuo; sujeto; persona innominada.
11385,Q,quitar mil canas,pop.,"Sacar gran gusto, satisfacción o despreocupación a otro."
11386,Q,quedar como la mona,pop.,Quedar muy mal con otra persona quedar desairado.
11387,Q,quedarse muzarela,pop.,Igual que Quedarse musarela.
11388,Q,quianti,ital. Chianti,Vino tinto seco de origen italiano.
11389,Q,quitarse el antifaz,pop.,Igual que Quitarse la careta
11390,Q,quedar como negro,pop.,Igual que Quedar como la mona.
11391,Q,quedarse pancho,pop.,Quedarse tranquilo después de haber hecho algo inconveniente quedarse sin hacer nada despreocuparse.
11392,Q,quibe,pop.,Apoc. de Quibebe. Prostíbulo (LCV.).
11393,Q,quitarse la careta,pop.,"Mostrarse cual se es, dejando de lado el disimulo"
11394,Q,quedar como palo de gallinero,pop.,Quedar muy mal.
11395,Q,quedarse para vestir santos,pop.,Quedarse soltera una mujer.
11396,Q,quibebe,pop.,Lupanar; prostíbulo (AD.).
11397,Q,quivedo,pop.,Sifón de soda
11398,Q,quedar como pollo mojado,pop.,"Quedar aplastado, sin ánimo, apabullado, atontado."
11399,Q,quedarse patidifuso,pop.,Quedar pasmado (LS.).
11400,Q,quico/ca,pop.,Hipoc. de Francisco/ca.
11401,Q,quiveve,pop.,Igual que Quibebe.
11402,Q,quedar con el rabo entre las piernas,pop.,"Quedar abochornado, corrido, vencido."
11403,Q,quedarse piola,pop.,"Quedarse quieto, sin intervenir en un asunto; sin inmutarse, impasible."
11404,Q,quid,lat.,Esencia de una cosa.
11405,Q,quorum,lat.,"Número necesario de miembros para poder sesionar un parlamento o comisión directiva de una asociación, y para poder votar una decisión."
11406,Q,quedar de araca,lunf.,Ser excluído de algo no lograr lo deseado.
11407,R,¡rajemos!,pop.,¡Vayámonos!; ¡marchémonos!
11408,R,rebajado,pop.,"Humillado, abatido."
11409,R,remiendo,pop.,Enmienda o adición a un escrito o cosa.
11410,R,rhyming slang,ingl. Slang rimado,Jerga del cogney de Londres usada en la mitad del siglo pasado.
11411,R,rabanito,ins.,"Comunista, socialista."
11412,R,rebajar,pop.,Humillar denigrar abatir el orgullo de una persona.
11413,R,remington,apellido inglés,Fusil de guerra que lleva el nombre de su inventor.
11414,R,ribete,pop.,"Apariencia, viso."
11415,R,rabiar,pop.,Impacientarse sufrir desear algo vehementemente.
11416,R,rebajarse,pop.,Humillarse abatirse.
11417,R,remís,fr. Remise,Automóvil de lujo sin taxímetro que se alquila con chofer por horas o días.
11418,R,ribetes,pop.,Pliegues del ano adorno de detalles agregado a lo que se cuenta o dice.
11419,R,rabicano,pop.,Equino de pelo oscuro con cerdas blancas en la raíz de la cola
11420,R,rebaje,drog.,Agregado de otras sustancias a la cocaína para aumentar su volumen y obtener mayor rendimiento económico.
11421,R,remisero,pop.,Conductor de automóviles de remís.
11422,R,ricacho/cha,pop.,Persona acaudalada pero de origen humilde y vulgar en su trato y porte.
11423,R,rabieta,pop.,Impaciencia enfado o enojo grande por un motivo de poca importancia.
11424,R,rebalosa,pop.,Igual que Resbalosa.
11425,R,remisión,polic.,"Acción y efecto de remitir boleta o formulario con los datos personales de un detenido, la causa de detención y mención de la autoridad competente a la que se lo envía."
11426,R,ricachón/na,pop.,Despec. de Ricacho/cha.
11427,R,rabiosa,delinc.,Pistola; arma de fuego en general.
11428,R,rebenquear,pop.,Azotar; pegar con un rebenque.
11429,R,remitido/da,polic.,Detenido enviado desde un lugar de detención a otro y a disposición de autoridad competente.
11430,R,rico/ca,pop.,Bonito simpático.
11431,R,rabioso/sa,pop.,"Colérico, enojado, disgustado, airado, violento, vehemente color muy Chillón."
11432,R,rebien,pop.,Perfectamente (LS.); muy bien.
11433,R,remitir,polic.,Enviar un detenido desde una dependencia policial a otro lugar a disposición de una autoridad competente.
11434,R,ricota,ítal. Ricotta,Requesón; queso blando de leche cuajada italiano apetito sexual reprimido de un hombre.
11435,R,rabona,pop. y Mud.,"Inasistencia a clase o a un empleo u obligación, novillos"
11436,R,reblan,pop.,Apoc. de Reblandecido/da.
11437,R,remolcado,pop.,Hombre mantenido por una mujer vehículo arrastrado por otro a causa de desperfectos que impiden su funcionamiento.
11438,R,ridi,pop.,Apoc. de Ridículo/la.
11439,R,rabonear,pop. y estud.,Hacer la rabona
11440,R,reblandecido/da,pop.,Senil persona que se pone vieja antes de tiempo anciano viejo verde.
11441,R,remolcar,pop.,Arrestar tirar de un vehículo proteger mantener una prostituta a un hombre convencer a otras personas a una causa.
11442,R,rifado/da,pop.,Agotado; extenuado.
11443,R,rabonero/ra,pop. y estud.,El que hace la rabona
11444,R,rebobinar,pop.,Recordar recapacitar reordenar una serie de hechos.
11445,R,remoquete,pop.,Apodo dicho agudo o ingenioso.
11446,R,rifar,futb.,Igual que Bartolear (última acepción).
11447,R,raca,pop.,Vesr. de Cara
11448,R,reboleada,pop.,Acción y efecto de Rebolear.
11449,R,rémora,pop.,Obstáculo; estorbo.
11450,R,rifarse,pop.,Regalarse venderse.
11451,R,racha,pop.,Serie continuada de hechos buenos o malos seguidilla
11452,R,rebolear,pop.,Ejecutar molinetes con un látigo o palo para arrojarlo luego con fuerza sobre algo o alguien.
11453,R,remos,pop.,Piernas.
11454,R,riflero,pop.,"Antigua denominación en el siglo pasado dado en nuestro país a los ciudadanos que armados de rifles intervenían en movimientos armados Sombrero de paja de copa cilíndrica y baja, y ala ancha plana, después denominado rancho."
11455,R,racimo,pop.,Conjunto de personas o cosas.
11456,R,rebotado/da,pop.,Rechazado devuelto.
11457,R,rempujar,pop.,Empujar.
11458,R,rifles,pop.,Calzoncillos largos.
11459,R,racinguista,futb.,Simpatizante del Racing Club.
11460,R,rebotar,pop.,Devolver rechazar (REV. P.).
11461,R,remuda,pop.,"Caballos, bueyes o mulas con las que se reemplazan a otras ya utilizadas."
11462,R,rígido,pop.,"Severo, inflexible."
11463,R,raconto,ital. Racconto,Narración; relación de hechos sucedidos.
11464,R,rebote,pop.,Rechazo (REV. P.).
11465,R,rendez vous,fr.,"Cortesía, amabilidad cita."
11466,R,rigo,pop.,"Apoc. de Rigoleto Jorobado (REV. P.), corcovado, giboso."
11467,R,rácula,pop.,"Abogado, escribano o procurador inescrupuloso el que ejerce la abogacía sin tener preparación alguna para ello"
11468,R,rebuscar,pop.,Buscar con ingenio nuevas posibilidades.
11469,R,rendibú,pop.,Igual que Randevú.
11470,R,rigodon,fr.,Especie de contradanza que se bailaba antiguamente con participación de varias parejas.
11471,R,radar,ingl.: Radio Detection And Ranging,"Sistema y aparato que detecta la presencia y posición de un cuerpo que no se alcanza a visualizar o localizar de otra manera, mediante la emisión de ondas hertzianas que se reflejan y vuelven al punto de observación, produciendo la detección a grandes distancias de aviones, barcos y submarinos."
11472,R,rebuscárselas,pop.,Ingeniarse para subistir lograr con habilidad cumplir una tarea que ofrecía dificultades mejorar los ingresos con trabajos adicionales.
11473,R,rendivus,pop.,Igual que Randevú
11474,R,rigoleto,pop.,"Giboso, jorobado, corcovado."
11475,R,radiadores,pop.,Pulmones.
11476,R,rebusque,pop.,Actividad comercial muy modesta trabajo ocasional tarea adicional que permite completar los ingresos que se requieren para subsistir amor pasajero rebusca (BRA.).
11477,R,renegar,pop.,Decir injurias.
11478,R,ril,ingl. Reel,Carrete giratorio para arrollar hilo de pescar que se adosa a la caña.
11479,R,radical,pop.,"Billete de cincuenta centavos moneda nacional impreso en tinta azul sobre papel blanco, de pequeño tamaño, emitido en los años 1916 a 1926 simpatizante o afiliado del Partido Unión Cívica Radical."
11480,R,rebusqueta,drog.,Acción de buscar la vena para inyectarse una droga.
11481,R,rengolai,pop.,"Rengo, cojo."
11482,R,rimel,ingl. Rimmel,"Cosmético femenino para aplicar a las pestañas y arquearlas (por el apellido del fabricante que tuvo gran difusión, originando la generalización del vocablo)."
11483,R,radicalismo,pop.,Corriente política argentina acción política del Partido Unión Cívica Radical.
11484,R,recabrero,pop.,De mal genio (YAC.).
11485,R,renguear,pop.,Cojear.
11486,R,rin rin,mat. inf.,Acción de oprimir juguetonamente el ombligo de un niño imitando onomatopéyicamente el sonido de un timbre eléctrico.
11487,R,radicha,pop.,Italiano
11488,R,recado,pop.,"Silla criolla de montar a caballo integrada por varias piezas (manta, carona, bastos, estribos, cincha, mandil, sudadera, tomillo, cojiníllo, cabezada, freno y otras prendas)."
11489,R,renguera,pop.,Cojera.
11490,R,ring,ingl.,"Plataforma elevada, con piso cubierto con lona acolchada, limitada por cuerdas sujetas a postes en las esquinas, sobre la cual se realiza una lucha o un combate pugilístico (turf.) redondel donde se exhiben para la venta caballos de carrera o de salto, limitado con una valla."
11491,R,radicheta,pop.,Igual que Radical
11492,R,recalcado/da,pop.,"Individuo sinvergüenza, odioso y repelente (REV. P.); despreciable, repulsivo envanecido (ERDELV) dislocado; luxado."
11493,R,renguera del perro,pop.,Renguera simulada o fingida.
11494,R,rinsai,ingl. Ring side,Sector de asientos de preferencia próximos al ríng. (primera acepción).
11495,R,radiodifusora,pop.,Igual que Radioemisora.
11496,R,recalcadura,pop.,Dislocadura; luxación; torcedura.
11497,R,reniego,pop.,Maldición; injuria.
11498,R,rioba,pop.,Vesr. de Barrio.
11499,R,radioemisora,pop.,Estación radiotelefónica.
11500,R,recalcar,pop.,Insistir mucho de palabra; repetir una cosa muchas veces producir luxación (LS.).
11501,R,renuncio,pop.,Mentira o contradicción en la que se sorprende a una persona mala acción.
11502,R,riqui,pop.,Hipoc. de Ricardo.
11503,R,radioescucha,pop.,Oyente de radiotelefonía.
11504,R,recalvastro,pop.,Igual que Calvele
11505,R,reo/a,pop.,"Atorrante (AD.); haragán (AD.); holgazán, vago (AD.) dícese del que vive alegremente, sin preocupaciones y no se inquieta por las apariencias (G. y P.) alegre; bohemio individuo abandonado y mugriento (REV. P.) atrevido; descarado."
11506,R,risos,pop.,Rulos (REV. P.).
11507,R,radiofonía,pop.,Estación radiotelefónica.
11508,R,recargar las tintas,pop.,Exagerar el alcance o significación de algo.
11509,R,reojo,pop.,Mirada efectuada con disimulo.
11510,R,risoto,ital. Riso: arroz,Plato de arroz hervido con caldo de gallina.
11511,R,rafa,pop.,Vesr. de Farra
11512,R,recatango/ga,pop.,Individuo infeliz; sin mayores alcances (REV. P.) pobre.
11513,R,repartija,delinc.,Distribución del producto de un robo.
11514,R,ristreto,ital. Ristretto,Cafe concentrado servido con poca agua.
11515,R,rafañoso/sa,pop.,Igual que Ranfañoso/sa.
11516,R,recauchutado/da,pop.,"Persona que se ha sometido a una operación de cirugía estética para mejorar su aspecto físico, o a un tratamiento vitamínico."
11517,R,repasada,pop.,Mujer violada repetidamente mujer promiscua.
11518,R,rittornelo,ital. mus.,"Trozo instrumental que precede o sigue a otro de canto repetición, estribillo."
11519,R,rafiña,delinc.,"Robo, hurto."
11520,R,recauchutar,pop.,Arreglar cualquier cosa vieja para seguir usándola.
11521,R,repasador,pop.,"Lienzo para secar platos, cubiertos, y vajilla."
11522,R,rizar,pop.,Acariciar. (REV. P.).
11523,R,rafiñar,delinc.,"Hurtar, robar."
11524,R,recauchutarse,pop.,Someterse a un tratamiento para mejorar la salud.
11525,R,repasar,pop.,Copular; fornicar.
11526,R,robador,carc.,"Red utilizada por el personal penitenciario de vigilancia para interceptar y recoger las palomas antes de que pasen el muro que separa a los detenidos de la calle donde se encuentran sus familiares o amigos, con los mensajes que en ellas envían."
11527,R,rafista,pop.,Vesr. írreg. de Farrista.
11528,R,rechalado/da,pop.,Muy enamorado (REV. P.) apasionado (REV. P.).
11529,R,repe,jgo.,Golpe de rebote en el juego de bolitas.
11530,R,robar,pop.,Atraer el ánimo o el afecto de otro quitar tener excesiva ventaja (jgo.) ganar fácilmente en el juego (LCV.) retirar naipes del mazo por turno los jugadores que participan (futb.) igual que quitar.
11531,R,raglan,apellido inglés,"Sobretodo amplio, cuyas mangas arrancan del cuello y carecen de hombreras."
11532,R,rechalamiento,pop.,"Enamoramiento, pasión (REV. P.)."
11533,R,repelente,pop.,Repulsivo; repugnante.
11534,R,robar la plata,pop.,Pedir un precio excesivo por una mercancía u objeto engañar vendiendo por bueno lo que no lo es.
11535,R,ragú,pop.,Igual que Ragut.
11536,R,rechalamiento (2),pop.,"Pasión (REV. P.), enamoramiento."
11537,R,repelús o repelúz,delinc.,"Escamoteo o robo de dinero u objetos, realizado con mucha ligereza."
11538,R,robe,fr. Robe de chambre,Bata de hombre para usar en la casa vestido de mujer.
11539,R,ragunear,pop.,Tener hambre
11540,R,rechalar,pop.,Enamorar y conseguir que se corresponda apasionadamente (REV. P.).
11541,R,repente,inc.,De repente.
11542,R,robinson,pop. de Robinson Crusoe,Individuo que vive solo y se basta a si mismo.
11543,R,ragunero/ra,pop.,Persona muy comilona
11544,R,rechalarse,pop.,Enamorarse apasionadamente (REV. P.).
11545,R,repicar la campana y estar en la procesión,pop.,Imposible (LS.) de realizar.
11546,R,robo,pop.,Lo que se obtiene o gana con demasiada facilidad ventaja precio excesivo de algo engaño (jgo.) sacar cartas de un mazo por turno los jugadores (delinc.) Trabajo.
11547,R,ragut,fr. ragout: Guisado,Hambre
11548,R,rechazar,futb.,Igual que Despejar; impulsar la pelota hacia la zona adversaria..
11549,R,repisas,pop.,Senos de mujer.
11550,R,robot,ingl.,Aparato automático con mando electrónico que realiza varias operaciones autómata.
11551,R,ragutín,lunf.,"Comida, alimento hambre, ayuno forzoso, dieta."
11552,R,rechazo,futb.,Acción y efecto de rechazar la pelota.
11553,R,replana,,jerga delincuente en el Perú.
11554,R,robótica,pop. derivación de Robot,Conjunto de estudios y técnicas que aspiran a sustituir al hombre en sus funciones motrices e intelectuales.
11555,R,raid,ingl.,"Vuelo de larga distancia marcha a través de una región, país o países, de carácter deportivo recorrido realizado o a efectuar."
11556,R,rechiflado/da,pop.,"Enamorado entusiasmado enloquecido (REV. P.); loco enojado, irritado perturbado (YAC.) (polic.) toque del pito de auxilio."
11557,R,replay,ingl.,Repetición de una audición televisiva.
11558,R,robotización,pop.,Acción y efecto de Robotizar.
11559,R,raidista,pop.,Persona que realiza un raid.
11560,R,rechiflarse,pop.,"Protestar, rebelarse (YAC.) tener sorbido el seso debilitarse mentalmente enloquecerse (REV. P.) irritarse en grado sumo."
11561,R,repodrida,pop.,Igual que Podrida.
11562,R,robotizar,pop.,hacer funcionar algo por medio de robots tendencia a quitar la iniciativa al hombre de manera que el trabajo sea automático y obra de robots.
11563,R,rajacincha,pop.,Lo que se hace sin método ni medida
11564,R,rechifle,pop.,Afición desmedida por una persona o cosa enojo locura acción y efecto de rechiflarse.
11565,R,repodrido/da,pop.,Harto; hastiado.
11566,R,robreca,pop.,Vesr. de Cabrero (YAC.).
11567,R,rajada,pop.,"Escape, evasión, fuga, salida precipitada, desbande, huída Mujer soltera que ha dejado de ser virgen; mujer desflorada"
11568,R,rechinar,pop.,"Sufrir con rabia, desesperación o paciencia hacer algo a disgusto o con repugnancia."
