ID,NOMBRE,NOMBRE2,LOCALIDAD,DEPARTAMENTO,JURISDICCIÓN,CUE ANEXO,DOMICILIO
0,Perspectivas Feministas de la IA,Perspectivas Feministas de la IA,,,,,
2,10 DE JUNIO,10 DE JUNIO,RIO CUARTO,RIO CUARTO,CÓRDOBA,140542400,EL SALVADOR 850 VALACCO RIO CUARTO
3,12 DE OCTUBRE,12 DE OCTUBRE,CAMPO FALCO,RIO SEGUNDO,CÓRDOBA,140165000,CALLE PUBLICA S/N°   CAMPO FALCO P/SANTIAGO TEMPLE
4,12 DE OCTUBRE,12 DE OCTUBRE,BAJO HONDO,RIO PRIMERO,CÓRDOBA,140186200,CALLE PUBLICA S/N    BAJO HONDO P/LA PUERTA
5,12 DE OCTUBRE,12 DE OCTUBRE,TRES ARBOLES,CRUZ DEL EJE,CÓRDOBA,140253300,RUTA PROV. Nº15   TRES ARBOLES - VILLA DE SOTO
6,20 DE JUNIO,20 DE JUNIO,PEDANIA YUCAT,GENERAL SAN MARTIN,CÓRDOBA,140058800,CALLE PUBLICA S/N    PEDANIA YUCAT P/TIO PUJIO
7,20 DE JUNIO,20 DE JUNIO,PAMPA DE ACHALA,SAN ALBERTO,CÓRDOBA,140268200,CALLE PUBLICA   PARAJE GIULIO CESARE P/PAMPA DE ACHALA
8,24 DE SETIEMBRE,24 DE SETIEMBRE,NO FIGURA EN TABLA,GENERAL SAN MARTIN,CÓRDOBA,140075200,CALLE PUBLICA S/N    CAMPO LA ATALAYA P/PASCO
9,24 DE SETIEMBRE,24 DE SETIEMBRE,LA PARA,RIO PRIMERO,CÓRDOBA,140186000,CALLE PUBLICA S/N    PARAJE LAGUNA DE ANSENUZA P/LA PARA
10,25 DE MAYO,25 DE MAYO,CAMPO CRESPO P/BALLESTERS,UNION,CÓRDOBA,140056600,CALLE PUBLICA S/N    CAMPO CRESPO
11,25 DE MAYO,25 DE MAYO,PINTOS,PUNILLA,CÓRDOBA,140067800,CALLE PUBLICA   PARAJE PINTOS P/LA CUMBRE
12,25 DE MAYO,25 DE MAYO,CERRO BOLA,MINAS,CÓRDOBA,140138900,CALLE PUBLICA S/N°   CERRO BOLA P/LA ARGENTINA
13,25 DE MAYO,25 DE MAYO,SAN LUIS,RIO SECO,CÓRDOBA,140208100,CALLE PUBLICA   SAN LUIS
14,25 DE MAYO,25 DE MAYO,CERRO COLORADO,CALAMUCHITA,CÓRDOBA,140236700,CALLE PUBLICA S/N°   CERRO COLORADO
15,25 DE MAYO,25 DE MAYO,COLONIA LAS LOMAS,SAN JUSTO,CÓRDOBA,140325000,CALLE PUBLICA S/N°   LAS LOMAS P/ARROYITO
16,25 DE MAYO,25 DE MAYO,EL PINO,SAN JUSTO,CÓRDOBA,140360900,CALLE PUBLICA S/N    CAMPO EL PINO P/LAS VARILLAS
17,9 DE JULIO,9 DE JULIO,ANA ZUMARAN,GENERAL SAN MARTIN,CÓRDOBA,140087700,CALLE PUBLICA S/N    COLONIA EX-INTERNACIONAL P/ANA ZUMARAN
18,9 DE JULIO,9 DE JULIO,CAMPO BAUDIN,RIO SEGUNDO,CÓRDOBA,140115700,CALLE PUBLICA S/N°   CAMPO BAUDIN P/EST.CALCHÍN
19,9 DE JULIO,9 DE JULIO,CHAÑARITOS,RIO CUARTO,CÓRDOBA,140169200,CALLE PUBLICA   CHAÑARITOS P/SAMPACHO
20,9 DE JULIO,9 DE JULIO,LA AGUADA,TOTORAL,CÓRDOBA,140190900,CALLE PUBLICA   LA AGUADA
21,9 DE JULIO,9 DE JULIO,LA COSTA,RIO SECO,CÓRDOBA,140208900,CALLE PUBLICA S/N   LA COSTA P/VILLA MA. DE RIO SECO
22,9 DE JULIO,9 DE JULIO,EL PORTEZUELO,SAN JAVIER,CÓRDOBA,140219200,CALLE PUBLICA S/N°   EL PORTEZUELO P/LUYABA
23,9 DE JULIO,9 DE JULIO,TRINCHERA,SAN JUSTO,CÓRDOBA,140261300,CALLE PUBLICA S/N    PARAJE LA TRINCHERA P/ LAS VARILLAS
24,ADELINA ROMERO DE JUAREZ,ADELINA ROMERO DE JUAREZ,OJO DE AGUA,TULUMBA,CÓRDOBA,140409400,CALLE PUBLICA   OJO DE AGUA P/VILLA TULUMBA
25,ADOLFO ALSINA,ADOLFO ALSINA,CAÑADA DEL SAUCE,CALAMUCHITA,CÓRDOBA,140232100,FRANCISCO CESAR   VILLA CAÑADA DEL SAUCE P/BERROTARAN
26,AERONAUTICA ARGENTINA,AERONAUTICA ARGENTINA,RIO DE LOS SAUCES,CALAMUCHITA,CÓRDOBA,140377400,CALLE PUBLICA S/Nº   PARAJE SAN FRANCISCO P/RIO DE LOS SAUCES
27,AGRO ESCUELA SUPERIOR PRIVADA CORDOBA,AGRO ESCUELA SUPERIOR PRIVADA CORDOBA,CORDOBA,CAPITAL,CÓRDOBA,140540100,ING. AGR. FELIX ALDO MARRONE 746 NUEVA CORDOBA CIUDAD UNIVERSITARIA
28,ALBERTO WILLIAMS,ALBERTO WILLIAMS,TRES ESQUINAS,RIO PRIMERO,CÓRDOBA,140184100,CALLE PUBLICA S/N    TRES ESQUINAS P/PIQUILLIN
29,ALEJO CARMEN GUZMAN,ALEJO CARMEN GUZMAN,COLONIA SAGRADA FAMILIA,RIO PRIMERO,CÓRDOBA,140009500,CALLE PUBLICA (ESTANCIA LA TOMA)   CNIA.SGDA.FAMILIA P/STA.ROSA DE RIO Iº(30KM.CNO.DE TIERRA)
30,ALEXANDER FLEMING,ALEXANDER FLEMING,PUERTA LOS MONTES,SAN JUSTO,CÓRDOBA,140393400,CALLE PUBLICA S/N°  PUERTA DE LOS MONTES COLONIA PUERTA DE LOS MONTES P/MIRAMAR
31,ALFONSINA STORNI,ALFONSINA STORNI,PIEDRAS GRANDES,PUNILLA,CÓRDOBA,140076500,CALLE PUBLICA   PIEDRAS GRANDES P/ LA FALDA
32,ALFONSINA STORNI,ALFONSINA STORNI,COLONIA SANTA ANA,PRESIDENTE ROQUE SAENZ PEÑA,CÓRDOBA,140085000,CALLE PUBLICA S/N°   COLONIA SANTA ANA P/ MELO
33,ALFONSINA STORNI,ALFONSINA STORNI,COLONIA SICK,MARCOS JUAREZ,CÓRDOBA,140119400,CALLE PUBLICA S/N   COLONIA SICK P/COLONIA ITALIANA
34,ALFONSINA STORNI,ALFONSINA STORNI,CAMPO ALEGRE,SOBREMONTE,CÓRDOBA,140434100,CALLE PUBLICA   CAMPO ALEGRE
35,ALFREDO LORENZO PALACIOS,ALFREDO LORENZO PALACIOS,SAN AGUSTIN,CALAMUCHITA,CÓRDOBA,140079700,CALLE PUBLICA   CAMPO BARRIO NORTE P/SAN AGUSTIN
36,ALICIA MOREAU,ALICIA MOREAU,CORDOBA,CAPITAL,CÓRDOBA,140226200,PILCOMAYO S/N°  VILLA EL LIBERTADOR B°VILLA EL LIBERTADOR
37,ALMAFUERTE,ALMAFUERTE,CAMPO LA ALEJANDRA,GENERAL SAN MARTIN,CÓRDOBA,140017700,CALLE PUBLICA S/N°   CAMPO LA ALEJANDRA P/AUSONIA
38,ALMAFUERTE,ALMAFUERTE,COLONIA FREYRE NOROESTE,SAN JUSTO,CÓRDOBA,140028300,CALLE PUBLICA   COLONIA FREYRE N.O. P/FREYRE
39,ALMAFUERTE,ALMAFUERTE,CHAÑARITOS N° 2,CRUZ DEL EJE,CÓRDOBA,140030200,CALLE PUBLICA   LOS CHAÑARITOS N°2
40,ALMAFUERTE,ALMAFUERTE,GUARDIA VIEJA,PRESIDENTE ROQUE SAENZ PEÑA,CÓRDOBA,140084800,CALLE PUBLICA S/N°   GUARDIA VIEJA (RUTA NAC Nº 7- KM 501)
41,ALMAFUERTE,ALMAFUERTE,CAMPO MARCHAND,RIO SEGUNDO,CÓRDOBA,140115900,CALLE PUBLICA S/N    CAMPO MARCHAND  P/CAPILLA DEL CARMEN
42,ALMIRANTE BROWN,ALMIRANTE BROWN,COLONIA ORCAVI,RIO CUARTO,CÓRDOBA,140059700,CALLE PUBLICA   COLONIA ORCOVI S.E.
43,ALMIRANTE BROWN,ALMIRANTE BROWN,POZO DEL MORTERO,SAN JUSTO,CÓRDOBA,140360400,CALLE PUBLICA S/N   POZO DEL MORTERO P/COL.SAN BARTOLOME
44,ALMIRANTE GUILLERMO BROWN,ALMIRANTE GUILLERMO BROWN,NO FIGURA EN TABLA,GENERAL SAN MARTIN,CÓRDOBA,140069200,CALLE PUBLICA S/N    CAMPO DAGHERO P/LA LAGUNA
45,ALMIRANTE GUILLERMO BROWN,ALMIRANTE GUILLERMO BROWN,LA RINCONADA,RIO SECO,CÓRDOBA,140118500,CALLE PUBLICA S/N    LA RINCONADA (E)
46,ALMIRANTE GUILLERMO BROWN,ALMIRANTE GUILLERMO BROWN,COLONIA LA MARIUCHA,MARCOS JUAREZ,CÓRDOBA,140146800,CALLE PUBLICA S/N    COLONIA LA MARIUCHA P/MARCOS JUAREZ
47,AMBROSIO OLMOS,AMBROSIO OLMOS,COLONIA SANTA ROSA,RIO CUARTO,CÓRDOBA,140279700,CALLE PUBLICA S/N°   COLONIA SANTA ROSA P/BULNES
48,ANA ZUMARAN DE CARCANO,ANA ZUMARAN DE CARCANO,RAMON J. CARCANO,UNION,CÓRDOBA,140050700,CALLE PUBLICA S/N    RAMON J. CARCANO
49,ANGEL NICOLAS GASTALDI,ANGEL NICOLAS GASTALDI,CORDOBA,CAPITAL,CÓRDOBA,140075700,SAN JERONIMO 5550 COLONIA LOLA B° COLONIA LOLA
50,ANGEL VICENTE PEÑALOZA,ANGEL VICENTE PEÑALOZA,EL CHACHO,MINAS,CÓRDOBA,140138500,CALLE PUBLICA   EL CHACHO
51,ANTARTIDA ARGENTINA,ANTARTIDA ARGENTINA,TANINGA,POCHO,CÓRDOBA,140033400,PASAJE SAN MARTIN   VILLA TANINGA
52,ANTONIO BERUTTI,ANTONIO BERUTTI,LA SIERRITA,POCHO,CÓRDOBA,140034200,CALLE PUBLICA S/N°   LA SIERRITA
53,ANTONIO MANUEL BALCARCE,ANTONIO MANUEL BALCARCE,LOS CADILLOS,ISCHILIN,CÓRDOBA,140487300,CALLE PUBLICA S/N°   LOS CADILLOS P/QUILINO
54,ANTONIO SOBRAL,ANTONIO SOBRAL,CUATRO VIENTOS,RIO CUARTO,CÓRDOBA,140376400,CALLE PUBLICA   CUATRO VIENTOS P/ VILLA EL CHACAY
55,ARCELIA CARRERAS,ARCELIA CARRERAS,COLONIA LA ARGENTINA,RIO PRIMERO,CÓRDOBA,140185900,"CALLE PUBLICA   COLONIA LA ARGENTINA P/LA PARA (HACIA EL SUR,POR RUTA E-52)"
56,ARCELIA RIVEROS,ARCELIA RIVEROS,LA GLORIA,SAN ALBERTO,CÓRDOBA,140146000,CALLE PUBLICA   LA GLORIA
57,ARMADA ARGENTINA,ARMADA ARGENTINA,COLONIA CEFERINA,SAN JUSTO,CÓRDOBA,140025300,CALLE PUBLICA S/N°   COLONIA CEFERINA P/PORTEÑA
58,ARSENIO MURUGARREN,ARSENIO MURUGARREN,CORDOBA,CAPITAL,CÓRDOBA,140077400,AMADEO GRASS 4372 SANTA CECILIA B° SANTA CECILIA
59,ARTURO CAPDEVILA,ARTURO CAPDEVILA,PUENTE LOS MOLLES,RIO CUARTO,CÓRDOBA,140102500,CALLE PUBLICA S/N   PUENTE LOS MOLLES P/ALCIRA GIGENA
60,ARTURO CAPDEVILA,ARTURO CAPDEVILA,CAMPO ASINARI,RIO SEGUNDO,CÓRDOBA,140116800,CALLE PUBLICA S/N°   CAMPO ASINARI - ROANA P/ LUQUE
61,ARTURO CAPDEVILA,ARTURO CAPDEVILA,SANTA RITA,RIO CUARTO,CÓRDOBA,140388300,CALLE PUBLICA S/N°   CAMPO BOLIVAR P/SANTA RITA - P/CORONEL BAIGORRIA
62,ARTURO CAPDEVILA,ARTURO CAPDEVILA,EL MANANTIAL,SAN ALBERTO,CÓRDOBA,140442600,CALLE PUBLICA   EL MANANTIAL
63,ASOCIACION DE MAYO,ASOCIACION DE MAYO,VILLA BUENA ESPERANZA,SANTA MARIA,CÓRDOBA,140105000,CALLE PUBLICA   VALLE BUENA ESPERANZA
64,ASOCIACION EDUCATIVA AGROTECNICA Y ORIENTADA PIO LEON,ASOCIACION EDUCATIVA AGROTECNICA Y ORIENTADA PIO LEON,COLONIA CAROYA,COLON,CÓRDOBA,140426600,AV.28 DE JULIO 345  COLONIA CAROYA
65,ATAHUALPA YUPANQUI,ATAHUALPA YUPANQUI,VILLA LA BOLSA,SANTA MARIA,CÓRDOBA,140534200,SARMIENTO 68  LA BOLSA
66,ATALIVA HERRERA,ATALIVA HERRERA,COLONIA SANTA RITA,SANTA MARIA,CÓRDOBA,140108000,CAMINO HOGAR DE ANCIANOS S/N   COLONIA STA. RITA
67,AZOR GRIMAUT (ED. COMUN Y ADULTOS),AZOR GRIMAUT (EDUCACION COMUN Y ADULTOS),CORDOBA,CAPITAL,CÓRDOBA,140326400,SOBREMONTE 6100 COMERCIAL B° COMERCIAL
68,BACHILLERATO PARA JOVENES Y ADULTOS JOSE DE SAN MARTIN,BACHILLERATO PARA JOVENES Y ADULTOS JOSE DE SAN MARTIN,BERROTARAN,RIO CUARTO,CÓRDOBA,140384400,SARMIENTO 147 CENTRO BERROTARAN
69,BARTOLOME MITRE,BARTOLOME MITRE,CAMPO AMBROGIO,RIO SEGUNDO,CÓRDOBA,140026500,CALLLE PUBLICA   CAMPO AMBROGIO POR CARRILOBO
70,BARTOLOME MITRE,BARTOLOME MITRE,VILLA SAN LORENZO,CALAMUCHITA,CÓRDOBA,140182700,CALLE PUBLICA   VILLA SAN LORENZO
71,BARTOLOME MITRE,BARTOLOME MITRE,SAN ANTONIO,CRUZ DEL EJE,CÓRDOBA,140192800,CALLE PUBLICA S/N°   SAN ANTONIO P/RUTA A 83
72,BARTOLOME MITRE,BARTOLOME MITRE,LOS QUEBRACHOS,COLON,CÓRDOBA,140347500,CALLE PUBLICA   LOS QUEBRACHOS
73,BERNARDINO RIVADAVIA,BERNARDINO RIVADAVIA,CAMPO EL TACO,RIO SEGUNDO,CÓRDOBA,140024200,CALLE PUBLICA S/N    CAMPO EL TACO P/POZO DEL MOLLE
74,BERNARDINO RIVADAVIA,BERNARDINO RIVADAVIA,SAN ROQUE,CALAMUCHITA,CÓRDOBA,140183000,CALLE PUBLICA   SAN ROQUE
75,BERNARDINO RIVADAVIA,BERNARDINO RIVADAVIA,PUNTA DEL MONTE,RIO SECO,CÓRDOBA,140208000,CALLE PUBLICA S/N°   PUNTA DEL MONTE P/GUTEMBERG -VILLA DE MARIA
76,BERNARDINO RIVADAVIA,BERNARDINO RIVADAVIA,EL UCLE,UNION,CÓRDOBA,140373100,RUTA PROV. N°3 KM.119   COLONIA LOS UCLES P/RUTA PROV.Nº3 A SAN ANTONIO DE LITIN
77,BERNARDINO RIVADAVIA,BERNARDINO RIVADAVIA,LAS TUSCAS,ISCHILIN,CÓRDOBA,140487200,CALLE PUBLICA S/N°   LAS TOSCAS P/QUILINO
78,BERNARDO DE MONTEAGUDO,BERNARDO DE MONTEAGUDO,CIENAGA DE ALLENDE,SAN ALBERTO,CÓRDOBA,140268100,CALLE PUBLICA   CIENAGA DE ALLENDE  P/VILLA CURA BROCHERO
79,BLAS PARERA,BLAS PARERA,LOS MEDANITOS,POCHO,CÓRDOBA,140053200,CALLE PUBLICA S/N°   LOS MEDANITOS
652,CABO 1º WILFREDO MENDEZ,CABO 1 WILFREDO MENDEZ,COLONIA LA PINTA,RIO CUARTO,CÓRDOBA,140060100,CALLE PUBLICA S/N   COLONIA LA PINTA P/ADELIA MARIA
653,CAPITAN DIAZ VELEZ,CAPITAN DIAZ VELEZ,MULA MUERTA,TOTORAL,CÓRDOBA,140066400,CALLE PUBLICA S/N°   MULA MUERTA
654,CAPITAN DR. MARTIN DE ALVA,CAPITAN DOCTOR MARTIN DE ALVA,PASO DEL DURAZNO,RIO CUARTO,CÓRDOBA,140057100,RUTA NACIONAL 8 KM 577   PASO DEL DURAZNO
655,CAPITAN GABRIEL DEL VALLE,CAPITAN GABRIEL DEL VALLE,ESTACION KILOMETRO 581,SAN JUSTO,CÓRDOBA,140382800,CALLE PUBLICA S/N    ESTACION KILOMETRO 581 P/LA FRANCIA
656,CARLOS CASSAFFOUSTH (EX NAC.Nº 509),CARLOS CASSAFFOUSTH (EX NACIONAL 509),TERCERA USINA,CALAMUCHITA,CÓRDOBA,140247800,CALLE PUBLICA  REOLIN TERCERA USINA
657,CARLOS ESTEBAN NOBLEGA,CARLOS ESTEBAN NOBLEGA,NO FIGURA EN TABLA,GENERAL SAN MARTIN,CÓRDOBA,140087500,CALLE PUBLICA S/N    COLONIA LAS LIEBRES P/LA PLAYOSA
658,CARLOS FERNANDEZ ORDOÑEZ,CARLOS FERNANDEZ ORDOÑEZ,CORDOBA,CAPITAL,CÓRDOBA,140117000,CASABLANCA esq.ISLA VERDE S/N  SANTA ISABEL 2DA. SECCION B° SANTA ISABEL 2DA. SECCION
659,CARLOS FRIAS,CARLOS FRIAS,SAN LORENZO,TOTORAL,CÓRDOBA,140065600,CALLE PUBLICA   SAN LORENZO
660,CARLOS GUIDO SPANO,CARLOS GUIDO SPANO,VILLA RAFAEL BENEGAS,SAN ALBERTO,CÓRDOBA,140255100,CALLE PUBLICA S/N°   VILLA RAFAEL BENEGAS P/RUTA  14 A MINA CLAVERO
661,CARLOS GUIDO SPANO,CARLOS GUIDO SPANO,CAMPO LAS PIEDRAS,TOTORAL,CÓRDOBA,140283300,RUTA PROVINCIAL 17   CAMPO DE LAS PIEDRAS
662,CARLOS JUSTO CLARO,CARLOS JUSTO CLARO,OJO DE AGUA,SAN ALBERTO,CÓRDOBA,140039200,CALLE PUBLICA   POZO DEL ALGARROBO - IGLESIA
663,CARLOS MARIA DE ALVEAR,CARLOS MARIA DE ALVEAR,EL RASTREADOR,JUAREZ CELMAN,CÓRDOBA,140108500,PUBLICA S/N   EL RASTREADOR P/HUANCHILLA
664,CARLOS PELLEGRINI,CARLOS PELLEGRINI,COLONIA MONTE TALA,SAN JUSTO,CÓRDOBA,140325100,CALLE PUBLICA S/N°   COLONIA MONTE TALA P/MARULL
665,CATALINA RODRIGUEZ,CATALINA RODRIGUEZ,LAGUNA LARGA,RIO SEGUNDO,CÓRDOBA,140499400,BVAR. JUAN DOMINGO PERON  ILLIA LAGUNA LARGA
666,CECILIA GRIERSON,CECILIA GRIERSON,LA TORDILLA O COLONIA LA TORDILLA,SAN JUSTO,CÓRDOBA,140114600,CALLE PUBLICA S/N°   PARAJE CABITUYO p/LA TORDILLA
667,CEDER ALTA GRACIA,CEDER ALTA GRACIA,ALTA GRACIA,SANTA MARIA,CÓRDOBA,140459800,ITALIA 406 CAMARA ALTA GRACIA
668,CEDER BELL VILLE,CEDER BELL VILLE,BELL VILLE,UNION,CÓRDOBA,140466800,CORDOBA 519 TALLERES BELL VILLE
669,CEDER CORRAL DE BUSTOS IFFLINGER,CEDER CORRAL DE BUSTOS IFFLINGER,CORRAL DE BUSTOS,MARCOS JUAREZ,CÓRDOBA,140460300,BARTOLOME MITRE 271  CORRAL DE BUSTOS -IFFLINGER
670,CEDER CRUZ DEL EJE,CEDER CRUZ DEL EJE,CRUZ DEL EJE,CRUZ DEL EJE,CÓRDOBA,140467300,PELLEGRINI 253 CENTRO CRUZ DEL EJE
671,CEDER DEAN FUNES,CEDER DEAN FUNES,DEAN FUNES,ISCHILIN,CÓRDOBA,140466700,CORDOBA 68 CENTRO DEAN FUNES
672,CEDER JESUS MARIA,CEDER JESUS MARIA,JESUS MARIA,COLON,CÓRDOBA,140459600,LAS HERAS 1381 17 DE OCTUBRE JESUS MARIA (AL LADO DE IPEM 294)
673,CEDER LA CALERA,CEDER LA CALERA,LA CALERA,COLON,CÓRDOBA,140461000,D.LOBATO S/N°  MATADERO LA CALERA
674,CEDER LABORDE,CEDER LABORDE,LABORDE,UNION,CÓRDOBA,140560100,SAN MARTIN ESQ.LAS HERAS  CENTRO LABORDE
675,CEDER LABOULAYE,CEDER LABOULAYE,LABOULAYE,PRESIDENTE ROQUE SAENZ PEÑA,CÓRDOBA,140571900,ABADIA 125  LABOULAYE
676,CEDER LAGUNA LARGA,CEDER LAGUNA LARGA,LAGUNA LARGA,RIO SEGUNDO,CÓRDOBA,140461100,MENDOZA 777  LAGUNA LARGA
677,CEDER LAS PERDICES,CEDER LAS PERDICES,LAS PERDICES,TERCERO ARRIBA,CÓRDOBA,140467200,SANTA ROSA 650  LAS PERDICES
678,CEDER MARCOS JUAREZ,CEDER MARCOS JUAREZ,MARCOS JUAREZ,MARCOS JUAREZ,CÓRDOBA,140467600,HIPOLITO IRIGOYEN 959
679,CEDER MINA CLAVERO,CEDER MINA CLAVERO,MINA CLAVERO,SAN ALBERTO,CÓRDOBA,140546700,LAS MORAS 609 VILLA LUJAN MINA CLAVERO
680,CEDER MIRAMAR,CEDER MIRAMAR,MIRAMAR,SAN JUSTO,CÓRDOBA,140461300,JUAN B. JUSTO 138  MIRAMAR
681,CEDER OBISPO TREJO,CEDER OBISPO TREJO,OBISPO TREJO,RIO PRIMERO,CÓRDOBA,140459700,BVAR. 25 DE MAYO 67 CENTRO OBISPO TREJO
682,CEDER PUNILLA,CEDER PUNILLA,VILLA GIARDINO,PUNILLA,CÓRDOBA,140460800,CAÑADA DE LA MERCED Y LA GRUTA S/N  LA GRUTA VILLA GIARDINO
683,CEDER RIO CEBALLOS,CEDER RIO CEBALLOS,RIO CEBALLOS,COLON,CÓRDOBA,140459300,ELADIO S. FESSIA 73 ÑU PORA RIO CEBALLOS
684,CEDER RIO CUARTO,CEDER RIO CUARTO,RIO CUARTO,RIO CUARTO,CÓRDOBA,140462700,BELGRANO 1135 SANTA ROSA RIO CUARTO
685,CEDER RIO TERCERO,CEDER RIO TERCERO,RIO TERCERO,TERCERO ARRIBA,CÓRDOBA,140459200,SAN AGUSTIN 755 MEDIA LUNA RIO TERCERO
686,CEDER SALSACATE,CEDER SALSACATE,SALSACATE,POCHO,CÓRDOBA,140571800,AVENIDA SAN MARTIN 350 EL SALADO RUTA PROVINCIAL Nº 15
687,CEDER SAN FRANCISCO,CEDER SAN FRANCISCO,SAN FRANCISCO,SAN JUSTO,CÓRDOBA,140467100,BELGRANO 2158 CENTRO SAN FRANCISCO
688,CEDER SAN FRANCISCO DEL CHAÑAR,CEDER SAN FRANCISCO DEL CHAÑAR,SAN FRANCISCO DEL CHAÑAR,SOBREMONTE,CÓRDOBA,140467000,ALBERDI S/N°   SAN FRANCISCO DEL CHAÑAR
689,CEDER SAN JOSE DE LA DORMIDA,CEDER SAN JOSE DE LA DORMIDA,SAN JOSE DE LA DORMIDA,TULUMBA,CÓRDOBA,140582600,HIPOLITO YRIGOYEN 466  SAN JOSE DE LA DORMIDA
690,CEDER VILLA ALLENDE,CEDER VILLA ALLENDE,VILLA ALLENDE,COLON,CÓRDOBA,140460900,DERQUI 597 CONDOR BAJO VILLA ALLENDE
691,CEDER VILLA CARLOS PAZ,CEDER VILLA CARLOS PAZ,VILLA CARLOS PAZ,PUNILLA,CÓRDOBA,140460200,CARLOS GARDEL 50 MIGUEL MUÑOZ B VILLA CARLOS PAZ
692,CEDER VILLA DOLORES,CEDER VILLA DOLORES,VILLA DOLORES,SAN JAVIER,CÓRDOBA,140467500,AV. SAN MARTIN 851 9 DE JULIO VILLA DOLORES
693,CEDER VILLA HUIDOBRO,CEDER VILLA HUIDOBRO,VILLA HUIDOBRO,GENERAL ROCA,CÓRDOBA,140553700,AV CARLOS PELLEGRINI 220 NORTE VILLA HUIDOBRO - GENERAL ROCA
694,CEDER VILLA MARIA,CEDER VILLA MARIA,VILLA MARIA,GENERAL SAN MARTIN,CÓRDOBA,140462800,LISANDRO DE LA TORRE 173 CENTRO VILLA MARIA
695,CEFERINO NAMUNCURA,CEFERINO NAMUNCURA,LOS CERROS,SAN ALBERTO,CÓRDOBA,140144600,CALLE PUBLICA S/N°   LOS CERROS P/PAMPA DE ACHALA
696,CEFERINO NAMUNCURA,CEFERINO NAMUNCURA,CAMPO MURPHY,MARCOS JUAREZ,CÓRDOBA,140316400,CALLE PUBLICA S/N°   CAMPO MURPHY P/COLONIA ITALIANA
697,CEFERINO NAMUNCURA,CEFERINO NAMUNCURA,MACHA,TOTORAL,CÓRDOBA,140380600,CALLE PUBLICA S/N   MACHA
302,C.E.N.M.A. Nº 107,CENMA 107,CORDOBA,CAPITAL,CÓRDOBA,140011900,TRANSITO CACERES DE ALLENDE 250 CENTRO B° CENTRO
303,C.E.N.M.A. Nº 107 ANEXO COLINAS DE BELLA VISTA,CENMA 107 ANEXO COLINAS DE BELLA VISTA,CORDOBA,CAPITAL,CÓRDOBA,140011901,LA PAMPA 1600 COLINAS DE BELLA VISTA B°COLINAS DE BELLA VISTA
304,C.E.N.M.A. Nº 107 ANEXO SEDE CAPITAL HUMANO,CENMA 107 ANEXO SEDE CAPITAL HUMANO,CORDOBA,CAPITAL,CÓRDOBA,140011902,ROSARIO DE SANTA FE 650 CENTRO B° CENTRO
305,C.E.N.M.A. Nº 107 ANEXO SEDE EDUCACION A DISTANCIA,CENMA 107 ANEXO SEDE EDUCACION A DISTANCIA,CORDOBA,CAPITAL,CÓRDOBA,140011903,ENTRE RIOS 450 CENTRO B° CENTRO
306,C.E.N.M.A. Nº 107 ANEXO SEDE EDUCACION A DISTANCIA N° 2,CENMA 107 ANEXO SEDE EDUCACION A DISTANCIA 2,CORDOBA,CAPITAL,CÓRDOBA,140011904,SANTIAGO DEL ESTERO  151 CENTRO B° CENTRO
307,C.E.N.M.A. Nº 111,CENMA 111,CORDOBA,CAPITAL,CÓRDOBA,140288200,LA PLATA 990 JUNIORS B° JUNIORS
308,C.E.N.M.A. Nº 111 ANEXO ATILIO LOPEZ,CENMA 111 ANEXO ATILIO LOPEZ,CORDOBA,CAPITAL,CÓRDOBA,140288211,SANTIAGO MORALES 4400 FERREYRA B° FERREYRA (CERCA DEL CAMINO INTERFABRICA E INTERSECCION CON RUTA NACIONAL N°9)
309,C.E.N.M.A. Nº 111 ANEXO B° VILLA RIVADAVIA,CENMA 111 ANEXO B VILLA RIVADAVIA,CORDOBA,CAPITAL,CÓRDOBA,140288216,CAMINO SAN ANTONIO KM 9 1/2   VILLA RIVADAVIA B°VILLA RIVADAVIA - CAMINO SAN ANTONIO KM 9 1/2
310,C.E.N.M.A. Nº 111 ANEXO BARRIO AMPLIACION FERREYRA,CENMA 111 ANEXO BARRIO AMPLIACION FERREYRA,CORDOBA,CAPITAL,CÓRDOBA,140288210,JUAN RAMON ROJAS S/N  AMPLIACION FERREYRA B° AMPLIACION FERREYRA
311,C.E.N.M.A. Nº 111 ANEXO BARRIO OÑA,CENMA 111 ANEXO BARRIO OÑA,CORDOBA,CAPITAL,CÓRDOBA,140288213,AMBOY  3230 OÑA B°OÑA
312,C.E.N.M.A. Nº 111 ANEXO BARRIO SANTA CATALINA,CENMA 111 ANEXO BARRIO SANTA CATALINA,CORDOBA,CAPITAL,CÓRDOBA,140288209,PEDRO LUIS DE CABRERA 3070 JARDIN
261,C.E.N.M.A. N° 111 ANEXO CIUDAD DE MIS SUEÑOS,CENMA 111 ANEXO CIUDAD DE MIS SUEÑOS,CORDOBA,CAPITAL,CÓRDOBA,140288205,CALLE PUBLICA  CIUDAD DE MIS SUEÑOS BARRIO CIUDAD DE MIS SUEÑOS
314,C.E.N.M.A. Nº 111 ANEXO SEDE Bº JUNIORS,CENMA 111 ANEXO SEDE B JUNIORS,CORDOBA,CAPITAL,CÓRDOBA,140288214,FACUNDO ZUVIRIA 1776 JUNIORS B° JUNIORS
