ID,NOMBRE,NOMBRE2,LOCALIDAD,DEPARTAMENTO,JURISDICCIÓN,CUE ANEXO,DOMICILIO
1023,COLEGIO SANTA TERESA DE JESUS,COLEGIO SANTA TERESA DE JESUS,CORDOBA,CAPITAL,CÓRDOBA,140310600,OBISPO TREJO 160 CENTRO B° CENTRO
1024,COLEGIO SANTA TERESITA,COLEGIO SANTA TERESITA,CORDOBA,CAPITAL,CÓRDOBA,140013000,AVENIDA ENRIQUE BODEREAU 8168 VILLA SERRANA
1025,COLEGIO SANTA TERESITA,COLEGIO SANTA TERESITA,BALNEARIA,SAN JUSTO,CÓRDOBA,140444200,SAN JOSE 16  BALNEARIA
1026,COLEGIO SANTA TERESITA DEL NIÑO JESUS,COLEGIO SANTA TERESITA DEL NIÑO JESUS,FREYRE,SAN JUSTO,CÓRDOBA,140426200,BV 12 DE OCTUBRE 681 CIRCUNVALACION FREYRE
1027,COLEGIO SANTIAGO RAMON Y CAJAL,COLEGIO SANTIAGO RAMON Y CAJAL,TANCACHA,TERCERO ARRIBA,CÓRDOBA,140155100,CORDOBA 654 CENTRO TANCACHA
1028,COLEGIO SANTISIMA TRINIDAD,COLEGIO SANTISIMA TRINIDAD,CORDOBA,CAPITAL,CÓRDOBA,140227400,BLAMEY LAFORE 1248 SAN RAFAEL B° SAN RAFAEL
1029,COLEGIO SANTO DOMINGO,COLEGIO SANTO DOMINGO,VILLA DE SOTO,CRUZ DEL EJE,CÓRDOBA,140440500,JOSE IGNACIO PERALTA 249 SAN MARTIN VILLA DE SOTO
1030,COLEGIO SANTO DOMINGO,COLEGIO SANTO DOMINGO,CORDOBA,CAPITAL,CÓRDOBA,140518200,ALVEAR 270 CENTRO B° CENTRO
1031,COLEGIO SANTO TOMAS,COLEGIO SANTO TOMAS,CORDOBA,CAPITAL,CÓRDOBA,140397300,CASEROS 745 ALBERDI B° ALBERDI
1032,COLEGIO SANTOS ANGELES CUSTODIOS,COLEGIO SANTOS ANGELES CUSTODIOS,RIO CUARTO,RIO CUARTO,CÓRDOBA,140153100,Eduardo Jenner 500 BANDA NORTE RIO CUARTO
1033,COLEGIO SECUNDARIO EVANGELICO HAROLDO ANDENMATTEN,COLEGIO SECUNDARIO EVANGELICO HAROLDO ANDENMATTEN,CORDOBA,CAPITAL,CÓRDOBA,140557500,PEDRO ZANNI 930 VILLA PAEZ BARRIO VILLA PAEZ
1034,COLEGIO SOR MARIA ANTONIA DE PAZ Y FIGUEROA,COLEGIO SOR MARIA ANTONIA DE PAZ Y FIGUEROA,CORDOBA,CAPITAL,CÓRDOBA,140430800,Altolaguirre 1997 YOFRE NORTE frente clavario de la Parroquia Nstra. Sra. de la Salette
1035,COLEGIO SUPERIOR PRESIDENTE ROQUE SAENZ PEÑA,COLEGIO SUPERIOR PRESIDENTE ROQUE SAENZ PEÑA,COSQUIN,PUNILLA,CÓRDOBA,140262900,SAN MARTIN 394 CENTRO COSQUIN
1036,COLEGIO SUPERIOR SAN MARTIN,COLEGIO SUPERIOR SAN MARTIN,SAN FRANCISCO,SAN JUSTO,CÓRDOBA,140321300,PJE. CHAMPAGNAT (SUR) 57 CENTRO SAN FRANCISCO
1037,COLEGIO SUPERIOR SAN MARTIN ANEXO BALNEARIA,COLEGIO SUPERIOR SAN MARTIN ANEXO BALNEARIA,BALNEARIA,SAN JUSTO,CÓRDOBA,140321301,SAN JOSE 66  BALNEARIA
762,COLEGIO  SYRIA POLETTI,COLEGIO SYRIA POLETTI,CORDOBA,CAPITAL,CÓRDOBA,140071100,OBISPO ECHENIQUE ALTAMIRA 3105 IPONA
1038,COLEGIO TECNOLOGICO ISAAC NEWTON,COLEGIO TECNOLOGICO ISAAC NEWTON,CORDOBA,CAPITAL,CÓRDOBA,140531000,MOLINO DE TORRES 6635 VILLA WARCALDE B° VILLA WARCALDE
1039,COLEGIO THOMAS EDISON,COLEGIO THOMAS EDISON,BIALET MASSE,PUNILLA,CÓRDOBA,140576200,RIO NEGRO  870 PLAYAS DE ORO DEL LAGO BIALET MASSE
1040,COLEGIO UNIDAD EDUCATIVA EL SEMBRADOR,COLEGIO UNIDAD EDUCATIVA EL SEMBRADOR,MINA CLAVERO,SAN ALBERTO,CÓRDOBA,140435300,MERLO 700 VILLA LUJAN MINA CLAVERO
1041,COLEGIO VICTOR MERCANTE,COLEGIO VICTOR MERCANTE,VILLA MARIA,GENERAL SAN MARTIN,CÓRDOBA,140473600,DR.ANTONIO SOBRAL 378 CENTRO VILLA MARIA
1042,COLEGIO VIRGEN NIÑA,COLEGIO VIRGEN NIÑA,JUSTINIANO POSSE,UNION,CÓRDOBA,140458300,25 DE MAYO 978 CENTRO JUSTINIANO POSSE - PLAZA MANUEL BELGRANO
1043,COMANDANTE ANDRESITO,COMANDANTE ANDRESITO,COLONIA CAMPO ALBANO,JUAREZ CELMAN,CÓRDOBA,140125900,CALLE PUBLICA S/N°   COLONIA CAMPO ALBANO P/SANTA EUFEMIA
1044,COMBATE DE SAN LORENZO,COMBATE DE SAN LORENZO,COLONIA MADRESELVA,SAN JUSTO,CÓRDOBA,140192500,CALLE PUBLICA S/N°   COLONIA LA MADRESELVA P/BALNEARIA
1045,COMBATE DE SAN LORENZO,COMBATE DE SAN LORENZO,CAMPO MENDOZA,SAN JUSTO,CÓRDOBA,140310100,CALLE PUBLICA S/N   CAMPO MENDOZA P/SATURNINO MA.LASPIUR
1046,COMUNIDAD EDUCATIVA ATICA,COMUNIDAD EDUCATIVA ATICA,RIO CUARTO,RIO CUARTO,CÓRDOBA,140544300,ISABEL LA CATOLICA 735 BANDA NORTE RIO CUARTO
1047,CONGRESO DE TUCUMAN,CONGRESO DE TUCUMAN,COLONIA SAN RAFAEL,RIO PRIMERO,CÓRDOBA,140008400,CALLE PUBLICA   SEDE DE INSPECCIÓN
1048,CONGRESO DE TUCUMAN,CONGRESO DE TUCUMAN,LA SARA,RIO CUARTO,CÓRDOBA,140059400,CALLE PUBLICA   COLONIA LA SARA P/CNEL.MOLDES
1049,CONGRESO DE TUCUMAN,CONGRESO DE TUCUMAN,CAMPO SAN ROQUE,TULUMBA,CÓRDOBA,140175900,CALLE PUBLICA S/N    CAMPO SAN ROQUE P/LAS ARRIAS
1050,CONSERVATORIO DE MUSICA HECTOR PANIZZA,CONSERVATORIO DE MUSICA HECTOR PANIZZA,LAGUNA LARGA,RIO SEGUNDO,CÓRDOBA,140255500,AV GRAL PAZ 748 CENTRO LAGUNA LARGA
1051,CONSERVATORIO PROVINCIAL DE MUSICA ALBERTO GINASTERA,CONSERVATORIO PROVINCIAL DE MUSICA ALBERTO GINASTERA,VILLA DEL ROSARIO,RIO SEGUNDO,CÓRDOBA,140117600,MONSEÑOR LINDOR FERREYRA 753 CENTRO VILLA DEL ROSARIO
1052,CONSERVATORIO SUPERIOR DE MUSICA ARTURO BERUTTI,CONSERVATORIO SUPERIOR DE MUSICA ARTURO BERUTTI,SAN FRANCISCO,SAN JUSTO,CÓRDOBA,140110100,AV. DE LA UNIVERSIDAD 159 LAS ROSAS SAN FRANCISCO
1053,CONSERVATORIO SUPERIOR DE MUSICA CARLOS GIRAUDO,CONSERVATORIO SUPERIOR DE MUSICA CARLOS GIRAUDO,MARCOS JUAREZ,MARCOS JUAREZ,CÓRDOBA,140525300,BELGRANO 1248 CENTRO MARCOS JUAREZ
1054,CONSERVATORIO SUPERIOR DE MUSICA FELIPE BOERO,CONSERVATORIO SUPERIOR DE MUSICA FELIPE BOERO,VILLA MARIA,GENERAL SAN MARTIN,CÓRDOBA,140392700,BV. ESPAÑA 1174 CENTRO VILLA MARIA
1055,CONSERVATORIO SUPERIOR DE MUSICA FELIX TOMAS GARZON,CONSERVATORIO SUPERIOR DE MUSICA FELIX TOMAS GARZON,CORDOBA,CAPITAL,CÓRDOBA,140268500,AV. PABLO RICHIERI 2200 ROGELIO MARTINEZ B° ROGELIO MARTINEZ-CIUDAD DE LAS ARTES
1056,CONSERVATORIO SUPERIOR DE MUSICA GILARDO GILARDI,CONSERVATORIO SUPERIOR DE MUSICA GILARDO GILARDI,BELL VILLE,UNION,CÓRDOBA,140032800,AV. FAUSTINO MOLINA S/N  ROSEDAL BELL VILLE
1057,CONSERVATORIO SUPERIOR DE MUSICA JUAN JOSE CASTRO,CONSERVATORIO SUPERIOR DE MUSICA JUAN JOSE CASTRO,RIO TERCERO,TERCERO ARRIBA,CÓRDOBA,140121400,DEAN FUNES 175 CENTRO RIO TERCERO
1058,CONSERVATORIO SUPERIOR DE MUSICA JULIAN AGUIRRE,CONSERVATORIO SUPERIOR DE MUSICA JULIAN AGUIRRE,RIO CUARTO,RIO CUARTO,CÓRDOBA,140177400,CORDOBA 960 BANDA NORTE RIO CUARTO
1059,CONSERVATORIO SUPERIOR DE MUSICA LUIS GIANNEO,CONSERVATORIO SUPERIOR DE MUSICA LUIS GIANNEO,CRUZ DEL EJE,CRUZ DEL EJE,CÓRDOBA,140252100,ALSINA 75 CENTRO CRUZ DEL EJE
1060,CONSTANCIO C. VIGIL,CONSTANCIO C VIGIL,CAÑADA DEL TALA,TULUMBA,CÓRDOBA,140084000,CALLE PUBLICA S/N°   CAÑADA DEL TALA P/LAS ARRIAS
1061,CONSTANCIO C. VIGIL,CONSTANCIO C VIGIL,TIO PUJIO,GENERAL SAN MARTIN,CÓRDOBA,140119200,CALLE PUBLICA S/N    CAMPO TIBALDI P/TIO PUJIO
1062,CONSTANCIO CECILIO VIGIL,CONSTANCIO CECILIO VIGIL,CAMPO SANTA ELENA,UNION,CÓRDOBA,140202800,CALLE PUBLICA S/N    CAMPO SANTA ELENA P/LABORDE
1063,CONSTANCIO VIGIL,CONSTANCIO VIGIL,POZO EL CHAYA,SAN JUSTO,CÓRDOBA,140191400,CALLE PUBLICA S/N    POZO DEL CHAJA P/LA FRANCIA
1064,COOPERATIVISMO ARGENTINO DOCTOR RAMON BAUTISTA MESTRE,COOPERATIVISMO ARGENTINO DOCTOR RAMON BAUTISTA MESTRE,CORDOBA,CAPITAL,CÓRDOBA,140174500,MARIO BRAVO ESQ. PASAJE MATHEU 5030 RENACIMIENTO BARRIO RENACIMIENTO
1065,CORAZON INMACULADO DE MARIA,CORAZON INMACULADO DE MARIA,ANIZACATE,SANTA MARIA,CÓRDOBA,140554300,BOSQUE ALEGRE S/N°  VILLA PARQUE EL AROMO ANISACATE
1066,CORNELIO SAAVEDRA,CORNELIO SAAVEDRA,EL MIRADOR,SAN ALBERTO,CÓRDOBA,140051200,CALLE PUBLICA   EL MIRADOR P/RUTA Nº 15
1067,CORNELIO SAAVEDRA,CORNELIO SAAVEDRA,POTRERO DEL ESTADO,SANTA MARIA,CÓRDOBA,140106100,CAMINO A LOS MOLINOS - RUTA 36 KM 17  ZONA RURAL POR RUTA 36 KM. 17 CAMINO LOS MOLINOS
1068,CORNELIO SAAVEDRA,CORNELIO SAAVEDRA,COLONIA LA MONONA,JUAREZ CELMAN,CÓRDOBA,140109400,CALLE PUBLICA S/N°   COLONIA LA MONONA P/HUANCHILLA
1069,CORNELIO SAAVEDRA,CORNELIO SAAVEDRA,CAMPO LA SALADA,SAN JUSTO,CÓRDOBA,140151200,CALLE PUBLICA S/N    CAMPO LA SALADA P/EL ARAÑADO
1070,CORNELIO SAAVEDRA,CORNELIO SAAVEDRA,ARROYO ALGODON,GENERAL SAN MARTIN,CÓRDOBA,140182000,CALLE PUBLICA S/Nº   CAMPO LA RINCONADA (P/ARROYO ALGODON ZONA RURAL)
1071,CORNELIO SAAVEDRA,CORNELIO SAAVEDRA,SANTA CRUZ,TULUMBA,CÓRDOBA,140369000,CALLE PUBLICA   SANTA CRUZ P/DEAN FUNES(RUTA 18)CAMINO A SAN PEDRO NORTE
1072,CORONEL ANTONINO BAIGORRIA,CORONEL ANTONINO BAIGORRIA,VILLA SANTA EUGENIA,RIO CUARTO,CÓRDOBA,140376300,CALLE PUBLICA   VILLA SANTA EUGENIA P/ALPA CORRAL
1073,CORONEL BENITO MACHADO,CORONEL BENITO MACHADO,EL CAMPITO,GENERAL ROCA,CÓRDOBA,140215700,CALLE PUBLICA S/N    EL CAMPITO P/RUTA 10 A PINCEN
1074,CRISTOBAL COLON,CRISTOBAL COLON,LAS 4 ESQUINAS,GENERAL SAN MARTIN,CÓRDOBA,140087600,PROLONG.CALLE BS.AS.   LAS 4 ESQUINAS P/VILLA MARIA
1075,CURA BROCHERO,CURA BROCHERO,PUESTO DEL GALLO,CRUZ DEL EJE,CÓRDOBA,140385900,CALLE PUBLICA   PUESTO DEL GALLO(RUTA PCIAL A 75) P/MEDIA NARANJA
1076,CURA BROCHERO,CURA BROCHERO,LAS MARAVILLAS,TULUMBA,CÓRDOBA,140403200,CALLE PUBLICA   LAS MARAVILLAS P/LAS ARRIAS
1077,DALMACIO VELEZ SARSFIELD,DALMACIO VELEZ SARSFIELD,CAÑADA DE SALAS,POCHO,CÓRDOBA,140033500,CALLE PUBLICA  SIN IDENTIFICAR CAÑADA DE SALAS P/SALSACATE
1078,DALMACIO VELEZ SARSFIELD,DALMACIO VELEZ SARSFIELD,SANTA FLORA,RIO CUARTO,CÓRDOBA,140168900,CALLE PUBLICA S/N°   SANTA FLORA (PASANDO POR EL AUTODROMO CAMINO A SAN BASILIO)
1079,DALMACIO VELEZ SARSFIELD,DALMACIO VELEZ SARSFIELD,CASEROS ESTE,SANTA MARIA,CÓRDOBA,140317300,Ruta Nacional 9 - Km 608   CASEROS ESTE P/RUTA NAC.N° 9 SUR KM 680
1080,DEAN FUNES,DEAN FUNES,DE LA SERNA,GENERAL ROCA,CÓRDOBA,140401400,CALLE PUBLICA S/N°   DE LA SERNA P/DEL CAMPILLO
1081,DEAN GREGORIO FUNES,DEAN GREGORIO FUNES,NO FIGURA EN TABLA,GENERAL SAN MARTIN,CÓRDOBA,140087100,CALLE PUBLICA S/N    CAMPO LOS RANQUELES P/ARROYO ALGODON
1082,DEAN GREGORIO FUNES,DEAN GREGORIO FUNES,CAMPO LA ZULEMA,JUAREZ CELMAN,CÓRDOBA,140170800,CALLE PUBLICA S/N    CAMPO LA ZULEMA P/UCACHA
1083,DEAN GREGORIO FUNES,DEAN GREGORIO FUNES,LA BATEA,CRUZ DEL EJE,CÓRDOBA,140383300,CALLE PUBLICA   LA BATEA
1084,DELICIA ANDREA HERRERA OLIVA DE SOSA,DELICIA ANDREA HERRERA OLIVA DE SOSA,EL BARRIAL,TULUMBA,CÓRDOBA,140149400,CALLE PUBLICA   EL BARRIAL P/DEAN FUNES
1085,DIEGO DE FUNES,DIEGO DE FUNES,LOS MOLLES,POCHO,CÓRDOBA,140033200,RUTA PROVINCIAL N°14   LOS MOLLES P/VILLA DE POCHO
1086,DOCTOR ALFREDO ORGAZ,DOCTOR ALFREDO ORGAZ,CORDOBA,CAPITAL,CÓRDOBA,140293600,3 DE JUNIO 2600 AMPLIACION SAN JORGE B°AMPLIACION SAN JORGE
1087,DOCTOR AMADEO SABATTINI,DOCTOR AMADEO SABATTINI,ISLETA CABRAL,GENERAL SAN MARTIN,CÓRDOBA,140018500,CALLE PUBLICA S/N°   ISLETA CABRAL - P/ARROYO CABRAL
1088,DOCTOR AMADEO SABATTINI,DOCTOR AMADEO SABATTINI,BAJO DE LOS POLEOS,POCHO,CÓRDOBA,140054000,CALLE PUBLICA S/N°   BAJO DE LOS POLEOS
1089,DOCTOR AMADEO SABATTINI,DOCTOR AMADEO SABATTINI,SAN ROQUE,PUNILLA,CÓRDOBA,140294200,Ruta E-55 Km 24 s/n°  DIQUE SAN ROQUE RUTA PROV.E-55/PAREDON DIQUE SAN ROQUE
1090,DOCTOR ANTONIO SOBRAL,DOCTOR ANTONIO SOBRAL,CORDOBA,CAPITAL,CÓRDOBA,140001000,CALLE PUBLICA S/N   PARQUE DEL ESTE B° EX SANGRE Y SOL (CNO. a CHACRA DE LA MERCED KM 2)
1134,DR. ANTONIO SOBRAL,DOCTOR ANTONIO SOBRAL,CAMPO SCARAMUZZA,RIO SEGUNDO,CÓRDOBA,140167600,CALLE PUBLICA S/N°   CAMPO SCARAMUZZA P/ONCATIVO
1091,DOCTOR ARTURO CAPDEVILA,DOCTOR ARTURO CAPDEVILA,CHALACEA,RIO PRIMERO,CÓRDOBA,140055300,MAESTRO MARIÑO S/N   CHALACEA
1135,DR. CARLOS BECERRA,DOCTOR CARLOS BECERRA,CORDOBA,CAPITAL,CÓRDOBA,140000600,JUAN GAONA 1283 LOS PLATANOS B° LOS PLATANOS
1092,DOCTOR CARLOS SAAVEDRA LAMAS,DOCTOR CARLOS SAAVEDRA LAMAS,CAMPO LA PIEDRA,RIO CUARTO,CÓRDOBA,140180800,CALLE PUBLICA S/N°   CAMPO LA PIEDRA P/LAS ALBAHACAS
1093,DOCTOR CESAR ENRIQUE ROMERO,DOCTOR CESAR ENRIQUE ROMERO,CORDOBA,CAPITAL,CÓRDOBA,140226400,EL DORADO 6052 SACHI B° SACHI
1136,DR. DALMACIO VELEZ SARDFIELD,DOCTOR DALMACIO VELEZ SARDFIELD,EL DIECISEIS,CRUZ DEL EJE,CÓRDOBA,140106600,CALLE PUBLICA   EL DIECISEIS P/SERREZUELA
1094,DOCTOR DALMACIO VELEZ SARSFIELD,DOCTOR DALMACIO VELEZ SARSFIELD,COLONIA EL TORO,RIO CUARTO,CÓRDOBA,140179600,CALLE PUBLICA S/N°   COLONIA EL TORO P/CORONEL MOLDES
1095,DOCTOR DALMACIO VELEZ SARSFIELD,DOCTOR DALMACIO VELEZ SARSFIELD,CAPILLA DE LOS REMEDIOS,RIO PRIMERO,CÓRDOBA,140233900,CALLE PUBLICA   PARAJE DIAZ P/CAPILLA DE LOS REMEDIOS
1137,DR. DALMACIO VELEZ SARSFIELD,DOCTOR DALMACIO VELEZ SARSFIELD,AMBOY,CALAMUCHITA,CÓRDOBA,140012800,CALLE PUBLICA S/N   AMBOY
1138,DR. DALMACIO VELEZ SARSFIELD,DOCTOR DALMACIO VELEZ SARSFIELD,COLONIA EL NOY,PRESIDENTE ROQUE SAENZ PEÑA,CÓRDOBA,140143500,CALLE PUBLICA S/N   COLONIA EL NOY P/GENERAL LEVALLE
1096,DOCTOR DONATO LATELLA FRIAS,DOCTOR DONATO LATELLA FRIAS,CORDOBA,CAPITAL,CÓRDOBA,140163000,EUSTAQUIO DIAZ VELEZ 2500 PATRICIOS ESTE B° PATRICIOS ESTE
1097,DOCTOR EMILIO BAQUERO LAZCANO,DOCTOR EMILIO BAQUERO LAZCANO,CORDOBA,CAPITAL,CÓRDOBA,140095500,DOMINGO IROS 550 VILLA URQUIZA B° VILLA URQUIZA(DOMINGO IROS ESQ. HUMBERTO 1º)
1098,DOCTOR EMILIO BAQUERO LAZCANO ANEXO EN ESCUELA SUPERIOR DE COMERCIO MANUEL BELGRANO,DOCTOR EMILIO BAQUERO LAZCANO ANEXO EN ESCUELA SUPERIOR DE COMERCIO MANUEL BELGRANO,CORDOBA,CAPITAL,CÓRDOBA,140095501,LA RIOJA  1450 ALBERDI B° ALBERDI (ENTRE SANTA FE Y CHUBUT)
1139,DR. ENRIQUE RODRIGUEZ,DOCTOR ENRIQUE RODRIGUEZ,LA LAGUNA,CRUZ DEL EJE,CÓRDOBA,140468000,CAMINO VECINAL POR VILLA DE SOTO   LA LAGUNA
1099,DOCTOR ERNESTO MOLINARI ROMERO,DOCTOR ERNESTO MOLINARI ROMERO,CORDOBA,CAPITAL,CÓRDOBA,140332600,PAMPAYASTA ESQ. RUMIPAL  PARQUE SAN CARLOS
1140,DR. ERNESTO MOLINARI ROMERO,DOCTOR ERNESTO MOLINARI ROMERO,EL BARRIALITO,CRUZ DEL EJE,CÓRDOBA,140166400,CALLE PUBLICA   EL BARRILITO
1100,DOCTOR FIGUEROA ALCORTA,DOCTOR FIGUEROA ALCORTA,COLONIA LA PROVIDENCIA,RIO CUARTO,CÓRDOBA,140200100,CALLE PUBLICA S/N°   COLONIA LA PROVIDENCIA P/CARNERILLO
1101,DOCTOR HORACIO GARCIA,DOCTOR HORACIO GARCIA,CORDOBA,CAPITAL,CÓRDOBA,140282800,TABACUE  VILLA CORNU B° VILLA CORNU
1102,DOCTOR HORACIO GARCIA ANEXO B° MECANTIL,DOCTOR HORACIO GARCIA ANEXO B MECANTIL,CORDOBA,CAPITAL,CÓRDOBA,140282802,ONOFRE MARIMON 7400 MERCANTIL B° MERCANTIL(CENTRO DE ENCUENTRO BARRIAL)
1103,DOCTOR HORACIO GARCIA ANEXO COOPERATIVA 3 DE NOVIEMBRE,DOCTOR HORACIO GARCIA ANEXO COOPERATIVA 3 DE NOVIEMBRE,CORDOBA,CAPITAL,CÓRDOBA,140282801,MANZANA 2 LOTE 28  COOPERATIVA 3 DE NOVIEMBRE B°COOPERATIVA 3 DE NOVIEMBRE
1104,DOCTOR JESUS VIDAL,DOCTOR JESUS VIDAL,LAS TOSCAS,SAN ALBERTO,CÓRDOBA,140038000,CALLE PUBLICA   LAS TOSCAS
1105,DOCTOR JORGE ORGAZ,DOCTOR JORGE ORGAZ,CORDOBA,CAPITAL,CÓRDOBA,140027400,LAGUNA LARGA  8900 VILLA RIVERA INDARTE B° VILLA RIVERA INDARTE
1106,DOCTOR JOSE HILARIO MARTINEZ CASTRO,DOCTOR JOSE HILARIO MARTINEZ CASTRO,COLONIA ESPERANZA,UNION,CÓRDOBA,140355300,CALLE PUBLICA S/N   COLONIA ESPERANZA P/MORRISON
1107,DOCTOR JUAN B. JUSTO,DOCTOR JUAN B JUSTO,CORDOBA,CAPITAL,CÓRDOBA,140343500,ISIDORO MARSAL 4100 VILLA SIBURU B°VILLA SIBURU
1141,DR. JUAN JOSE CASTELLI,DOCTOR JUAN JOSE CASTELLI,LOS CERRILLOS,ISCHILIN,CÓRDOBA,140081400,CONGRESO 580 LOS CERRILLOS DEAN FUNES
1108,DOCTOR LUIS FEDERICO LELOIR (EX.NAC.Nº 424),DOCTOR LUIS FEDERICO LELOIR (EX NACIONAL 424),PUESTO DE FIERRO,TULUMBA,CÓRDOBA,140217700,CALLE PUBLICA S/N°   PUESTO DE FIERRO P/ LAS ARRIAS
1142,DR. LUIS ORLANDINI,DOCTOR LUIS ORLANDINI,ESTANCIA LA COLORADA,GENERAL ROCA,CÓRDOBA,140364000,CALLE PUBLICA   ESTANCIA LA COLORADA(RUTA NAC.35)P/CNIA.MARIA ANGELICA
1109,DOCTOR NICOLAS AVELLANEDA,DOCTOR NICOLAS AVELLANEDA,SAN SEVERO,UNION,CÓRDOBA,140353500,CALLE PUBLICA S/N   SAN SEVERO
1110,DOCTOR PEDRO CARANDE CARRO,DOCTOR PEDRO CARANDE CARRO,CORDOBA,CAPITAL,CÓRDOBA,140259900,ENRIQUE MARTINEZ PAZ 80 CENTRO AMERICA B° CENTRO AMERICA
1111,DOCTOR RAUL FERNANDEZ,DOCTOR RAUL FERNANDEZ,CORDOBA,CAPITAL,CÓRDOBA,140074500,CRUZ ALTA 8500 VILLA ALLENDE PARQUE
1143,DR. RODOLFO DE FERRARI RUEDA,DOCTOR RODOLFO DE FERRARI RUEDA,RIO SECO,RIO CUARTO,CÓRDOBA,140387800,CALLE PUBLICA S/N   RIO SECO (DPTO.RIO IV-Municipio ALPA CORRAL)
1144,DR. SANTIAGO DERQUI,DOCTOR SANTIAGO DERQUI,COLONIA PROSPERIDAD,SAN JUSTO,CÓRDOBA,140310300,JUAREZ CELMAN 357  COLONIA PROSPERIDAD
1112,DOLORES AGUIRRE DE FUNES,DOLORES AGUIRRE DE FUNES,VILLA DOLORES,SAN JAVIER,CÓRDOBA,140480600,PEDRO C. MOLINA  TRADICION VILLA DOLORES
1113,DOMINGO FAUSTINO SARMIENTO,DOMINGO FAUSTINO SARMIENTO,AGUA DEL CRESPIN,CRUZ DEL EJE,CÓRDOBA,140029800,CALLE PUBLICA   CAMINO VECINAL AGUA DE CRESPIN
1114,DOMINGO FAUSTINO SARMIENTO,DOMINGO FAUSTINO SARMIENTO,CAMPO LOS PRADOS,GENERAL SAN MARTIN,CÓRDOBA,140086800,CALLE PUBLICA S/N    CAMPO LOS PRADOS P/VILLA MARIA
1115,DOMINGO FAUSTINO SARMIENTO,DOMINGO FAUSTINO SARMIENTO,ASSUNTA,JUAREZ CELMAN,CÓRDOBA,140108900,CALLE PUBLICA S/N   ASSUNTA
1116,DOMINGO FAUSTINO SARMIENTO,DOMINGO FAUSTINO SARMIENTO,PAVIN,JUAREZ CELMAN,CÓRDOBA,140109300,RUTA PROVINCIAL 86   ESTACION PAVIN P/ HUANCHILLA
1117,DOMINGO FAUSTINO SARMIENTO,DOMINGO FAUSTINO SARMIENTO,EL ZAPALLAR,RIO SECO,CÓRDOBA,140123900,CALLE PUBLICA   EL ZAPALLAR P/LA RINCONADA
1118,DOMINGO FAUSTINO SARMIENTO,DOMINGO FAUSTINO SARMIENTO,POZO DE LAS YEGUAS,RIO SEGUNDO,CÓRDOBA,140164900,CALLE PUBLICA S/N°   POZO DE LAS YEGUAS P/LOS CHAÑARITOS
1119,DOMINGO FAUSTINO SARMIENTO,DOMINGO FAUSTINO SARMIENTO,POTRO MUERTO,UNION,CÓRDOBA,140172400,CALLE PUBLICA S/N   PARAJE POTRO MUERTO
1120,DOMINGO FAUSTINO SARMIENTO,DOMINGO FAUSTINO SARMIENTO,COLONIA SANTA PAULA,JUAREZ CELMAN,CÓRDOBA,140195400,CALLE PUBLICA S/N    COLONIA SANTA PAULA P/CARNERILLO
1121,DOMINGO FAUSTINO SARMIENTO,DOMINGO FAUSTINO SARMIENTO,JOVITA,GENERAL ROCA,CÓRDOBA,140214600,GENERAL PAZ 249 CENTRO JOVITA
1122,DOMINGO FAUSTINO SARMIENTO,DOMINGO FAUSTINO SARMIENTO,EL QUEMADO,POCHO,CÓRDOBA,140274000,CALLE PUBLICA S/N°   EL QUEMADO P/CHANCANI
1123,DOMINGO FAUSTINO SARMIENTO,DOMINGO FAUSTINO SARMIENTO,VILLA ROSARIO DEL SALADILLO,TULUMBA,CÓRDOBA,140375200,JAVIER GARCIA   VILLA ROSARIO DEL SALADILLO P/LAS ARRIAS
1124,DOMINGO FAUSTINO SARMIENTO,DOMINGO FAUSTINO SARMIENTO,LAS GAMAS,RIO CUARTO,CÓRDOBA,140385200,CALLE PUBLICA S/N°   CAMPO LAS GAMAS P/BERROTARAN
1125,DOMINGO FAUSTINO SARMIENTO,DOMINGO FAUSTINO SARMIENTO,COLONIA LA PROVIDENCIA,PRESIDENTE ROQUE SAENZ PEÑA,CÓRDOBA,140389100,CALLE PUBLICA S/N    COLONIA LA PROVIDENCIA
1126,DOMINGO FAUSTINO SARMIENTO,DOMINGO FAUSTINO SARMIENTO,EL MOJON,RIO SECO,CÓRDOBA,140419100,CALLE PUBLICA   EL MOJON P/SEBASTIAN EL CANO
1127,DOMINGO FAUSTINO SARMIENTO ( ED.COMUN Y ADULTOS),DOMINGO FAUSTINO SARMIENTO (EDUCACION COMUN Y ADULTOS),CORDOBA,CAPITAL,CÓRDOBA,140016000,ABARCA Y VELAZCO 5267 JOSE IGNACIO DIAZ 5º SECCION B°JOSE IGNACIO DIAZ 5° SECCION
1128,DOMINGO FAUSTINO SARMIENTO ( ED.COMUN Y ADULTOS)ANEXO PARQUE EDUCATIVO ESTE,DOMINGO FAUSTINO SARMIENTO (EDUCACION COMUN Y ADULTOS) ANEXO PARQUE EDUCATIVO ESTE,CORDOBA,CAPITAL,CÓRDOBA,140016003,NORBERTO DE LA RIESTRA S/N  CAMPO de la RIBERA B° CAMPO DE LA RIBERA
